screen_name,text,polarity,,,
OneShotIntruder,"Fyi, I don't plan on suicide anytime soon or ever. I love my family, my friends, and my life.",positive,,,
Chikere_,Gatta be waking up dead early for school man --Rico,positive,,,
leah_ginn,"Get what you need and give what you’re given, Life’s for the living so live it, Or you’re better off dead #np",negative,,,
lovechr1ssy,"Getting ready to brave Walmart, on a Saturday, without a list and no idea what we actually need.

This is my suicide note.",negative,,,
AlbertoAsensioM,"Give me all your love now
'Cause for all we know
We might be dead by tomorrow",positive,,,
saraheckstine,glassy bird is my suicide note,negative,,,
TedStarkey,"GM: Working Kuznetsov for 4 years, had been hoping to have this year, felt he was ready to jump in when drafted.",negative,,,
sonam2f8031711,Go fuck yo mind' suicidal thoughts runnin through yo heart' like jesus ran on water' the devil spittin vitals' Nd the angels love the fire,positive,,,
JuliusTaughtHer,Go to sleep ... But forever,negative,,,
IX_Adorn,goin to sleep . i hope i never wake up .,negative,,,
ManLikeKurl,"Going to bed in a mood is never great, hopefully I'll wake up kush...",positive,,,
Rowenaaeve,Going to die bitter and alone,negative,,,
08Nyx,Going to get my taxes done...this is my suicide note.,negative,,,
fictionalmia,going to have to do a macbeth essay and im already thinking of how to write my suicide letter,negative,,,
mahoganiupton,going to sleep forever bye,negative,,,
leticiawils,"Going to sleep forever, literally",negative,,,
Uncle_Levi,Gonna go to sleep and sleep forever,negative,,,
kieraaharris,gonna wake up at 5am so I can do my hair nice by 6am I hate my life and I want to die,negative,,,
noajenk,"good lord, i screencapped the ENTIRE suicide note scene. no wonder my fingers hurt when i woke up this morning.",negative,,,
marielatabujara,"Good luck to that freakin' psycho. I hope you're sleeping soundly like go to sleep forever, you freaking schmuck!",positive,,,
Suicide_gawd,"Got so many shades, they thought I had a lazy eye. RT“@obeymedaddy: No filter  pic.twitter.com/qaCUnbIJhk”",negative,,,
_roeee,"guess i should just stay alone all the time, imma die alone anyway.",negative,,,
Gillie3X,Guess my phone better off Dead for the time being,negative,,,
Joey_Nguyen_,Guys break is almost over  someone help me plan my suicide,negative,,,
DownieBrownieee,"Gvd ben ik net over die angst heen van sinister, zit ik ff op mn laptop, loopt r ineens een fk spin over mn toetsenbord SRS LEAVE ME ALONE",negative,,,
KelisMadison,Had a blast the Gun Range today with my new 357 Snub Nose. Getting ready for anybody to jump stupid in… http://instagram.com/p/kfuNoiOz_P/ ,negative,,,
LianaMere,"Haha go ahead. You can tell me to go kill myself..I might even do it. If u keep telling me too. If I do, bet u will be happy!",negative,,,
nusaababy,Hahahah RT :@WhiteBoyGandhi: #IfWeDate I'll sing this song for you as you got to sleep.... Forever pic.twitter.com/49oV27G6ek,positive,,,
markhughescomic,Hanging around people who say you shouldn't joke about suicide makes me want to kill myself.,negative,,,
paO_xDD,"-happy :)
-Sad :)
-depressed :)
-suicidal :)",negative,,,
1stavestudio,"Have you ever buried your nose in a mountain of curls, and just wanted to go to sleep forever?  ~Bo Goldman #hair",negative,,,
hello_sarahx0,Having big boobs is okay but according to vicortias secret I'm a dd like don't get any bigger please or I'll kill myself.,negative,,,
HighlyIgnorant,"He kissed his little sister and told her he's better off dead. Cause fucking with this white, it's all been downhill like a sled.",negative,,,
jaysemmi777,He said go back to sleep forever,negative,,,
_C_hacha,Heard the first 45seconds of that looking ass niggas song and I'd already completed my suicide note,negative,,,
crae1997,Hearing your name makes me want to die..I hate you,negative,,,
zengail24,Her girl side is finally coming out. :) looks like she is better off without me in her life. :),positive,,,
d_mac718,Her vines be having me dead lol,negative,,,
KamB8s,"holy shit ""god's not dead"" might actually be the worst thing to ever happen since ever. like why even is this a thing. idgi.",negative,,,
yours_truly_jaz,"holy shit that song was so sad, i just want to die",negative,,,
DylanRoth,"Honest track listing for Decemberists album Picaresque:
1) Drowned infant
2) Suicide pact
3) More Drowning
4) Football
5) Probable drowning",negative,,,
shaneyboy2352,Honestly everytime Alex Turner puts on his bastardised american accent it makes me want to curl up and die,negative,,,
igniteforme,honestly i don't think you're better off without me because i think your brain shrank when i left,negative,,,
ab_morales530,Honestly I kinda want to be in a bench clearing brawl before I die,negative,,,
tabithainman33,Honestly thinks everybody would be better off without me. #badday,negative,,,
babycantwell,Honestly would just be better off dead at this point...,negative,,,
Yankstildeath33,"Honestly, you'd be better off without me.",negative,,,
BeerCave_Avenue,Hope a lot of Ya die alone,negative,,,
_ImaFlirt,Hope you better off without me,negative,,,
k_frens,Hopefully i can go to bed nice and early and sleep forever,positive,,,
ThatClimber,How do I talk to her man? I'm just fuckin stuck right now. It's time to end some chapters of my life. And start new. System reboot...,negative,,,
ijrogu,how ever if i do decide to take the plunge i do plan on framing someone i really don't like so don't take my tweets as a real suicide note,negative,,,
_umami_mommy,How many times will I end up in emergency situations because I forgot my car is in another part of Atlanta before I take control of my life,negative,,,
coffeecuts,how much money will i have spent on beauty products at the end of my life…,negative,,,
Okimma,How this young nigga was speeding down a poorly lit road with shades on. Suicidal tings smh,negative,,,
ElRiffmaniaco,https://www.youtube.com/watch?v=Kmc6XdUOkBM&feature=youtube_gdata_player … suicidal tendencies - no fuck'n problem #classicrock #heavymetal,positive,,,
bieberjpg__,i already made my suicide letter for my parents but i'm so scared,negative,,,
iihatemyselff,I already writed my suicide note in my head.,negative,,,
tinymovingfarts,i always feel so insignificant and like people wouldn't miss me/would be better off without me,negative,,,
HousePhneShawty,I always have a camera on me. Because a life not documented is a life not worth living,negative,,,
Meg_leis,"I always wake up from my naps hoping my parents have something really good started for supper,but they never do",negative,,,
ElijahDash92,I am literally tired of living.,negative,,,
perez122712,"i am not afraid of an ""afterlife"". im afraid of not living a life worth living",negative,,,
CxmpleteFailure,"I am nothing.
To anyone.
The world would be better off without me...
And you cant prove otherwise.",negative,,,
JustJoekingdude,I am really bad about doing my homework after it was due... I plan on doing the same thing with my suicide note.,negative,,,
_jaxamillion,I am really going to Murder this Nigga before my life ends.,negative,,,
brookejenna__,I am so fucking screwed I'm better off dead,negative,,,
ThickCrazyHips,I be bored af on my breaks no one to take to all the social sites are dead #Boring,negative,,,
RobbieeClutch,I been through alot in My Life Death Failure Disappointment Rejection And Regret but at the end of that I still walk with My Head up.....,negative,,,
_suicidal_cunt,I bet this is all your fault in the making!!!! Fucking cunt,negative,,,
GreeneAbbi,"I can feel the pressure, it's getting closer now. You're better off without me",negative,,,
emmily_xox,I can literally sleep forever,negative,,,
_vsreal,I can never get tired.. Of living this life that I'm living,negative,,,
AbeisaBabe,I can never take a nap in peace because of the daunting work load awaiting me after I wake up... #ItsWaitingForMe,negative,,,
_tiffan__y,I can never wake up one day without her comin at me for something. Smh Always. Ughhh nxt semester needs to hurry tf up!,negative,,,
nyyamii,I can't believe they didn't include me in their suicide pact.,negative,,,
avonsloveaffair,I can't do this anymore. This is my suicide letter. pic.twitter.com/5oG0LeNT3G,negative,,,
helpimdrowning_,I cant even count how many times I've thought about writing my suicide note but I never had. I might tonight,negative,,,
KristinaxxSin,i cant fucking explain how much i love the boys i would literally end my life if they arent in it anymore,positive,,,
megidoIaon,I CANT FUCKING HEAT A PIZZA TO SAVE MY LIFE IM GONNA DIE ALONE IN MY APARTMENT WHEN IM OLDER,negative,,,
alicejones___,I can't imagine my life not being at uni... So happy I chose to work towards a career - just hope I can get a job at the end of it.,positive,,,
Stanbiebs_,I can't take this anymore .. My life is not worth living.,negative,,,
WorthlessShit_,I can't take this anymore her is my suicide letter... pic.twitter.com/e3cG1o7kN7,negative,,,
JazzyMay98,I caused tears to fall an some to lose it all this whole world would be better off without me,negative,,,
juliwithoutane,"I check the 10 day forecast several times a day. I need to see when I'm due to be less suicidal/homicidal. So far, never.",negative,,,
madddddysn,I choked on a rib and I'm home alone and I thought that was the end of my life,negative,,,
egnimi222,i closed my eyes hoping sleep would attack instead i got tackled by thoughts i have been forever avoidin.,negative,,,
xCIGGYBUTTBRAIN,I could come home to my mom dead from committing suicide and I would burn the suicide letter without even reading it.,negative,,,
marcus_moore18,I could never be a racist wake up every morning just to count white faces .,negative,,,
Shannon_suds,I could sleep forever,negative,,,
beverleykozuch,I could sleep forever,negative,,,
amynicbur,I could sleep forever,negative,,,
MeYeGaLaXy,"I couldn't kill myself if I tried. Suicide doors on my ride, coming down the 105 backwards. Wonder if heaven has a password.",negative,,,
Whyismynameroy,I deadass gotta work a 10-7 tommorow  ima be DEAD if I don't get good sleep tonight,positive,,,
oliviacampeotto,I didn't realize I was such a big fkn problem in you're life. You'd be better off without me.,negative,,,
MelanthaHickenb,I die a little inside everytime I see an old person sitting alone at a resturant.,negative,,,
KimberleyDowal,I die a little inside everytime I see an old person sitting alone at a resturant.,negative,,,
MarcilleMathee,I die a little inside when I see an old person eating alone at a restaurant.,negative,,,
GloryDight,I die a little inside when I see an old person eating alone at a restaurant.,negative,,,
KittieBanasik,I die a little inside when I see an old person eating alone in a restaurant.,negative,,,
FranniWombill,I die a little inside when I see an old person eating alone in a restaurant.,negative,,,
ItsClareEl,I don't even care about my birthday anymore I just want to go to sleep forever,negative,,,
suicidal_skank,I don't even know whats wrong with me.,negative,,,
stemperfi,I don't feel like living god dang I'm so tired of life literally,negative,,,
NicoTheGloden1,"I don't have any room for temporary people in my life , you Tryna fuck with me then you better ride with me to the end.",negative,,,
